,premise,hypothesis,label,duration_type,prem_fixed
4215,after 8 weeks Apple will release the next iPhone,Apple will release the next iPhone in 6 months,Neutral,week_month,False
4216,after 8 weeks Kendrick's album is set to drop,Kendrick's album is set to drop in 7 months,Neutral,week_month,False
4217,after 8 weeks the next Presidential election is set to take place,the next Presidential election is set to take place in 8 months,Neutral,week_month,False
4218,after 8 weeks final grades are due,final grades are due in 9 months,Neutral,week_month,False
4219,after 8 weeks the courtcase will begin,the courtcase will begin in 10 months,Neutral,week_month,False
4220,after 13 weeks baseball season starts,baseball season starts in 1 months,Contradiction,week_month,False
4221,after 13 weeks Jake is planning to move,Jake is planning to move in 2 months,Contradiction,week_month,False
4222,after 13 weeks we will sell the house,we will sell the house in 3 months,Neutral,week_month,False
4223,after 13 weeks the landlord will collect rent,the landlord will collect rent in 4 months,Neutral,week_month,False
4224,after 13 weeks a new bike shop is opening up,a new bike shop is opening up in 5 months,Neutral,week_month,False
4225,after 13 weeks the next Presidential election is set to take place,the next Presidential election is set to take place in 6 months,Neutral,week_month,False
4226,after 13 weeks Kendrick's album is set to drop,Kendrick's album is set to drop in 7 months,Neutral,week_month,False
4227,after 13 weeks basketball season ends,basketball season ends in 8 months,Neutral,week_month,False
4228,after 13 weeks baseball season starts,baseball season starts in 9 months,Neutral,week_month,False
4229,after 13 weeks the landlord will collect rent,the landlord will collect rent in 10 months,Neutral,week_month,False
4230,after 17 weeks the next Presidential election is set to take place,the next Presidential election is set to take place in 1 months,Contradiction,week_month,False
4231,after 17 weeks Kendrick's album is set to drop,Kendrick's album is set to drop in 2 months,Contradiction,week_month,False
4232,after 17 weeks my doctor's appointment is scheduled to take place,my doctor's appointment is scheduled to take place in 3 months,Contradiction,week_month,False
4233,after 17 weeks we will ride our bikes,we will ride our bikes in 4 months,Neutral,week_month,False
4234,after 17 weeks we will sell the house,we will sell the house in 5 months,Neutral,week_month,False
4235,after 17 weeks final grades are due,final grades are due in 6 months,Neutral,week_month,False
4236,after 17 weeks a new bike shop is opening up,a new bike shop is opening up in 7 months,Neutral,week_month,False
4237,after 17 weeks the quarantine will be lifted,the quarantine will be lifted in 8 months,Neutral,week_month,False
4238,after 17 weeks a new bike shop is opening up,a new bike shop is opening up in 9 months,Neutral,week_month,False
4239,after 17 weeks the landlord will collect rent,the landlord will collect rent in 10 months,Neutral,week_month,False
4240,after 21 weeks final grades are due,final grades are due in 1 months,Contradiction,week_month,False
4241,after 21 weeks Jake is planning to move,Jake is planning to move in 2 months,Contradiction,week_month,False
4242,after 21 weeks we will ride our bikes,we will ride our bikes in 3 months,Contradiction,week_month,False
4243,after 21 weeks a new bike shop is opening up,a new bike shop is opening up in 4 months,Contradiction,week_month,False
4244,after 21 weeks we will ride our bikes,we will ride our bikes in 5 months,Neutral,week_month,False
4245,after 21 weeks the landlord will collect rent,the landlord will collect rent in 6 months,Neutral,week_month,False
4246,after 21 weeks we will sell the house,we will sell the house in 7 months,Neutral,week_month,False
4247,after 21 weeks we will start attending outdoor concerts,we will start attending outdoor concerts in 8 months,Neutral,week_month,False
4248,after 21 weeks the landlord will collect rent,the landlord will collect rent in 9 months,Neutral,week_month,False
4249,after 21 weeks basketball season ends,basketball season ends in 10 months,Neutral,week_month,False
4250,after 26 weeks basketball season ends,basketball season ends in 1 months,Contradiction,week_month,False
4251,after 26 weeks the quarantine will be lifted,the quarantine will be lifted in 2 months,Contradiction,week_month,False
4252,after 26 weeks baseball season starts,baseball season starts in 3 months,Contradiction,week_month,False
4253,after 26 weeks the next Presidential election is set to take place,the next Presidential election is set to take place in 4 months,Contradiction,week_month,False
4254,after 26 weeks Kendrick's album is set to drop,Kendrick's album is set to drop in 5 months,Contradiction,week_month,False
4255,after 26 weeks the next Presidential election is set to take place,the next Presidential election is set to take place in 6 months,Neutral,week_month,False
4256,after 26 weeks we will start attending outdoor concerts,we will start attending outdoor concerts in 7 months,Neutral,week_month,False
4257,after 26 weeks Kendrick's album is set to drop,Kendrick's album is set to drop in 8 months,Neutral,week_month,False
4258,after 26 weeks summer solstice will take place,summer solstice will take place in 9 months,Neutral,week_month,False
4259,after 26 weeks we will ride our bikes,we will ride our bikes in 10 months,Neutral,week_month,False
4260,after 30 weeks the park will re-open,the park will re-open in 1 months,Contradiction,week_month,False
4261,after 30 weeks the courtcase will begin,the courtcase will begin in 2 months,Contradiction,week_month,False
4262,after 30 weeks Pixar plans to release a new film,Pixar plans to release a new film in 3 months,Contradiction,week_month,False
4263,after 30 weeks Kendrick's album is set to drop,Kendrick's album is set to drop in 4 months,Contradiction,week_month,False
4264,after 30 weeks basketball season ends,basketball season ends in 5 months,Contradiction,week_month,False
4265,after 30 weeks a new bike shop is opening up,a new bike shop is opening up in 6 months,Contradiction,week_month,False
4266,after 30 weeks we will start attending outdoor concerts,we will start attending outdoor concerts in 7 months,Neutral,week_month,False
4267,after 30 weeks we will ride our bikes,we will ride our bikes in 8 months,Neutral,week_month,False
4268,after 30 weeks summer solstice will take place,summer solstice will take place in 9 months,Neutral,week_month,False
4269,after 30 weeks my doctor's appointment is scheduled to take place,my doctor's appointment is scheduled to take place in 10 months,Neutral,week_month,False
4270,after 34 weeks the next Presidential election is set to take place,the next Presidential election is set to take place in 1 months,Contradiction,week_month,False
4271,after 34 weeks a new bike shop is opening up,a new bike shop is opening up in 2 months,Contradiction,week_month,False
4272,after 34 weeks my doctor's appointment is scheduled to take place,my doctor's appointment is scheduled to take place in 3 months,Contradiction,week_month,False
4273,after 34 weeks we will ride our bikes,we will ride our bikes in 4 months,Contradiction,week_month,False
4274,after 34 weeks we will go visit Grandma,we will go visit Grandma in 5 months,Contradiction,week_month,False
4275,after 34 weeks my doctor's appointment is scheduled to take place,my doctor's appointment is scheduled to take place in 6 months,Contradiction,week_month,False
4276,after 34 weeks the courtcase will begin,the courtcase will begin in 7 months,Contradiction,week_month,False
4277,after 34 weeks basketball season ends,basketball season ends in 8 months,Neutral,week_month,False
4278,after 34 weeks summer solstice will take place,summer solstice will take place in 9 months,Neutral,week_month,False
4279,after 34 weeks the quarantine will be lifted,the quarantine will be lifted in 10 months,Neutral,week_month,False
