,Premise,Hypothesis,Label,Premise Preposition,Higher Duration Unit,Premise Forward/Backward
19746,"Before 3 months, Apple will release the new iPhone.",Apple will release the new iPhone before 188 days.,E,before,month,backward
19747,"Before 3 months, Apple will release the new iPhone.",Apple will release the new iPhone after 114 days.,C,before,month,backward
19748,"After 3 months, Apple will release the new iPhone.",Apple will release the new iPhone before 80 days.,C,after,month,backward
19749,"After 3 months, Apple will release the new iPhone.",Apple will release the new iPhone after 63 days.,E,after,month,backward
19750,"After 3 months, Apple will release the new iPhone.",Apple will release the new iPhone before 203 days.,N,after,month,backward
19751,"After 3 months, Apple will release the new iPhone.",Apple will release the new iPhone after 136 days.,N,after,month,backward
19752,Apple will release the new iPhone in 4 months.,Apple will release the new iPhone before 103 days.,C,in,month,forward
19753,Apple will release the new iPhone in 4 months.,Apple will release the new iPhone after 49 days.,E,in,month,forward
19754,Apple will release the new iPhone in 4 months.,Apple will release the new iPhone before 194 days.,E,in,month,forward
19755,Apple will release the new iPhone in 4 months.,Apple will release the new iPhone after 260 days.,C,in,month,forward
19756,Apple will release the new iPhone before 4 months.,Apple will release the new iPhone before 45 days.,N,before,month,forward
19757,Apple will release the new iPhone before 4 months.,Apple will release the new iPhone after 92 days.,N,before,month,forward
19758,Apple will release the new iPhone before 4 months.,Apple will release the new iPhone before 245 days.,E,before,month,forward
19759,Apple will release the new iPhone before 4 months.,Apple will release the new iPhone after 148 days.,C,before,month,forward
19760,Apple will release the new iPhone after 4 months.,Apple will release the new iPhone before 111 days.,C,after,month,forward
19761,Apple will release the new iPhone after 4 months.,Apple will release the new iPhone after 86 days.,E,after,month,forward
19762,Apple will release the new iPhone after 4 months.,Apple will release the new iPhone before 191 days.,N,after,month,forward
19763,Apple will release the new iPhone after 4 months.,Apple will release the new iPhone after 206 days.,N,after,month,forward
19764,"In 4 months, Apple will release the new iPhone.",Apple will release the new iPhone before 104 days.,C,in,month,backward
19765,"In 4 months, Apple will release the new iPhone.",Apple will release the new iPhone after 100 days.,E,in,month,backward
19766,"In 4 months, Apple will release the new iPhone.",Apple will release the new iPhone before 215 days.,E,in,month,backward
19767,"In 4 months, Apple will release the new iPhone.",Apple will release the new iPhone after 198 days.,C,in,month,backward
19768,"Before 4 months, Apple will release the new iPhone.",Apple will release the new iPhone before 30 days.,N,before,month,backward
19769,"Before 4 months, Apple will release the new iPhone.",Apple will release the new iPhone after 33 days.,N,before,month,backward
19770,"Before 4 months, Apple will release the new iPhone.",Apple will release the new iPhone before 220 days.,E,before,month,backward
19771,"Before 4 months, Apple will release the new iPhone.",Apple will release the new iPhone after 159 days.,C,before,month,backward
19772,"After 4 months, Apple will release the new iPhone.",Apple will release the new iPhone before 25 days.,C,after,month,backward
19773,"After 4 months, Apple will release the new iPhone.",Apple will release the new iPhone after 12 days.,E,after,month,backward
19774,"After 4 months, Apple will release the new iPhone.",Apple will release the new iPhone before 269 days.,N,after,month,backward
19775,"After 4 months, Apple will release the new iPhone.",Apple will release the new iPhone after 203 days.,N,after,month,backward
19776,Apple will release the new iPhone in 5 months.,Apple will release the new iPhone before 43 days.,C,in,month,forward
19777,Apple will release the new iPhone in 5 months.,Apple will release the new iPhone after 54 days.,E,in,month,forward
19778,Apple will release the new iPhone in 5 months.,Apple will release the new iPhone before 235 days.,E,in,month,forward
19779,Apple will release the new iPhone in 5 months.,Apple will release the new iPhone after 271 days.,C,in,month,forward
19780,Apple will release the new iPhone before 5 months.,Apple will release the new iPhone before 28 days.,N,before,month,forward
19781,Apple will release the new iPhone before 5 months.,Apple will release the new iPhone after 59 days.,N,before,month,forward
19782,Apple will release the new iPhone before 5 months.,Apple will release the new iPhone before 217 days.,E,before,month,forward
19783,Apple will release the new iPhone before 5 months.,Apple will release the new iPhone after 194 days.,C,before,month,forward
19784,Apple will release the new iPhone after 5 months.,Apple will release the new iPhone before 75 days.,C,after,month,forward
19785,Apple will release the new iPhone after 5 months.,Apple will release the new iPhone after 35 days.,E,after,month,forward
19786,Apple will release the new iPhone after 5 months.,Apple will release the new iPhone before 200 days.,N,after,month,forward
19787,Apple will release the new iPhone after 5 months.,Apple will release the new iPhone after 276 days.,N,after,month,forward
19788,"In 5 months, Apple will release the new iPhone.",Apple will release the new iPhone before 126 days.,C,in,month,backward
19789,"In 5 months, Apple will release the new iPhone.",Apple will release the new iPhone after 109 days.,E,in,month,backward
19790,"In 5 months, Apple will release the new iPhone.",Apple will release the new iPhone before 164 days.,E,in,month,backward
19791,"In 5 months, Apple will release the new iPhone.",Apple will release the new iPhone after 282 days.,C,in,month,backward
19792,"Before 5 months, Apple will release the new iPhone.",Apple will release the new iPhone before 31 days.,N,before,month,backward
19793,"Before 5 months, Apple will release the new iPhone.",Apple will release the new iPhone after 144 days.,N,before,month,backward
19794,"Before 5 months, Apple will release the new iPhone.",Apple will release the new iPhone before 251 days.,E,before,month,backward
19795,"Before 5 months, Apple will release the new iPhone.",Apple will release the new iPhone after 202 days.,C,before,month,backward
19796,"After 5 months, Apple will release the new iPhone.",Apple will release the new iPhone before 27 days.,C,after,month,backward
19797,"After 5 months, Apple will release the new iPhone.",Apple will release the new iPhone after 79 days.,E,after,month,backward
19798,"After 5 months, Apple will release the new iPhone.",Apple will release the new iPhone before 205 days.,N,after,month,backward
19799,"After 5 months, Apple will release the new iPhone.",Apple will release the new iPhone after 191 days.,N,after,month,backward
19800,Apple will release the new iPhone in 6 months.,Apple will release the new iPhone before 128 days.,C,in,month,forward
19801,Apple will release the new iPhone in 6 months.,Apple will release the new iPhone after 44 days.,E,in,month,forward
19802,Apple will release the new iPhone in 6 months.,Apple will release the new iPhone before 285 days.,E,in,month,forward
19803,Apple will release the new iPhone in 6 months.,Apple will release the new iPhone after 187 days.,C,in,month,forward
19804,Apple will release the new iPhone before 6 months.,Apple will release the new iPhone before 145 days.,N,before,month,forward
19805,Apple will release the new iPhone before 6 months.,Apple will release the new iPhone after 125 days.,N,before,month,forward
19806,Apple will release the new iPhone before 6 months.,Apple will release the new iPhone before 255 days.,E,before,month,forward
19807,Apple will release the new iPhone before 6 months.,Apple will release the new iPhone after 319 days.,C,before,month,forward
19808,Apple will release the new iPhone after 6 months.,Apple will release the new iPhone before 157 days.,C,after,month,forward
19809,Apple will release the new iPhone after 6 months.,Apple will release the new iPhone after 45 days.,E,after,month,forward
19810,Apple will release the new iPhone after 6 months.,Apple will release the new iPhone before 282 days.,N,after,month,forward
19811,Apple will release the new iPhone after 6 months.,Apple will release the new iPhone after 323 days.,N,after,month,forward
19812,"In 6 months, Apple will release the new iPhone.",Apple will release the new iPhone before 127 days.,C,in,month,backward
19813,"In 6 months, Apple will release the new iPhone.",Apple will release the new iPhone after 96 days.,E,in,month,backward
19814,"In 6 months, Apple will release the new iPhone.",Apple will release the new iPhone before 258 days.,E,in,month,backward
