,Premise,Hypothesis,Label,Type,Prem Fixed,Temp Type
5832,"After May 1998, her internship at Google began.","After Jul 1986, her internship at Google began.",Entailment,DATE_MY_both,False,Backward
5833,"After December 1948, the country declared martial law.","After Sep 1981, the country declared martial law.",Neutral,DATE_MY_both,False,Backward
5834,"After Aug 1958, the price of this stock peaked.","Before June 1916, the price of this stock peaked.",Contradiction,DATE_MY_both,False,Backward
5835,"Before Sep 1951, the failing company issued major layoffs.","After June 1902, the failing company issued major layoffs.",Neutral,DATE_MY_both,False,Backward
5836,"After April 1935, the government budget comes out.","After Jul 1952, the government budget comes out.",Neutral,DATE_MY_both,False,Backward
5837,"After Jul 1952, the prison sentence of that convict ends.","Before January 1993, the prison sentence of that convict ends.",Neutral,DATE_MY_both,False,Backward
5838,"After Apr 1999, this article was published.","After February 1910, this article was published.",Entailment,DATE_MY_both,False,Backward
5839,"Before Jul 1942, I posted this picture on Instagram.","Before March 1973, I posted this picture on Instagram.",Entailment,DATE_MY_both,False,Backward
5840,They got married on 5th Jul 1970.,They got married after 5th March 1961.,Entailment,DATE_DMY_both,True,Forward
5841,We went to Disneyland on 13th December 1994.,We went to Disneyland after 25th Apr 1916.,Entailment,DATE_DMY_both,True,Forward
5842,Michael will buy the house on 16th Sep 1998.,Michael will buy the house after 14th December 1919.,Entailment,DATE_DMY_both,True,Forward
5843,Lily flew to New York on 20th Dec 1903.,Lily flew to New York after 23rd November 1969.,Contradiction,DATE_DMY_both,True,Forward
5844,The music concert starts on 14th Mar 1955.,The music concert starts before 20th February 1956.,Entailment,DATE_DMY_both,True,Forward
5845,The tiger was last spotted on 23rd March 1944.,The tiger was last spotted after 9th Dec 1917.,Entailment,DATE_DMY_both,True,Forward
5846,I last had dinner with my friends on 21st September 1901.,I last had dinner with my friends after 22nd Nov 1980.,Contradiction,DATE_DMY_both,True,Forward
5847,He left his job on 11th Feb 1934.,He left his job after 5th August 1953.,Contradiction,DATE_DMY_both,True,Forward
5848,The conference was held on 16th March 1908.,The conference was held before 25th Jan 1979.,Entailment,DATE_DMY_both,True,Forward
5849,The city had a huge power outage on 22nd Dec 1913.,The city had a huge power outage before 11th October 1996.,Entailment,DATE_DMY_both,True,Forward
5850,A tsunami hit the coast on 13th January 1922.,A tsunami hit the coast before 1st Jan 1975.,Entailment,DATE_DMY_both,True,Forward
5851,This team won the world cup on 1st July 1943.,This team won the world cup before 2nd Mar 1921.,Contradiction,DATE_DMY_both,True,Forward
5852,Her internship at Google began on 2nd April 1981.,Her internship at Google began before 9th Jun 1937.,Contradiction,DATE_DMY_both,True,Forward
5853,The country declared martial law on 12th April 1917.,The country declared martial law after 5th Jan 1930.,Contradiction,DATE_DMY_both,True,Forward
5854,The price of this stock peaked on 12th April 1941.,The price of this stock peaked after 3rd Aug 1957.,Contradiction,DATE_DMY_both,True,Forward
5855,The failing company issued major layoffs on 27th August 1986.,The failing company issued major layoffs before 14th Mar 1934.,Contradiction,DATE_DMY_both,True,Forward
5856,The government budget comes out on 28th Jan 1929.,The government budget comes out after 19th December 1957.,Contradiction,DATE_DMY_both,True,Forward
5857,The prison sentence of that convict ends on 9th Jul 1942.,The prison sentence of that convict ends after 19th February 1980.,Contradiction,DATE_DMY_both,True,Forward
5858,This article was published on 8th August 1990.,This article was published before 9th Feb 1914.,Contradiction,DATE_DMY_both,True,Forward
5859,I posted this picture on Instagram on 28th February 1944.,I posted this picture on Instagram before 6th Dec 1955.,Entailment,DATE_DMY_both,True,Forward
5860,They got married before 3rd July 1967.,They got married after 28th Jul 1920.,Neutral,DATE_DMY_both,False,Forward
5861,We went to Disneyland after 22nd Mar 1921.,We went to Disneyland after 1st January 1941.,Neutral,DATE_DMY_both,False,Forward
5862,Michael will buy the house before 7th February 1982.,Michael will buy the house after 19th Apr 1972.,Neutral,DATE_DMY_both,False,Forward
5863,Lily flew to New York after 12th August 1978.,Lily flew to New York before 13th Jan 1924.,Contradiction,DATE_DMY_both,False,Forward
5864,The music concert starts before 20th Jun 1986.,The music concert starts before 15th January 1951.,Neutral,DATE_DMY_both,False,Forward
5865,The tiger was last spotted before 28th Jan 1970.,The tiger was last spotted before 9th June 1900.,Neutral,DATE_DMY_both,False,Forward
5866,I last had dinner with my friends after 2nd Oct 1984.,I last had dinner with my friends after 28th May 1935.,Entailment,DATE_DMY_both,False,Forward
5867,He left his job after 3rd Feb 1975.,He left his job after 18th September 1973.,Entailment,DATE_DMY_both,False,Forward
5868,The conference was held after 14th September 1916.,The conference was held before 23rd Mar 1927.,Neutral,DATE_DMY_both,False,Forward
5869,The city had a huge power outage after 19th February 1921.,The city had a huge power outage before 1st Feb 1972.,Neutral,DATE_DMY_both,False,Forward
5870,A tsunami hit the coast before 17th January 1961.,A tsunami hit the coast after 24th Nov 1921.,Neutral,DATE_DMY_both,False,Forward
5871,This team won the world cup before 17th January 1926.,This team won the world cup after 5th Jun 1990.,Contradiction,DATE_DMY_both,False,Forward
5872,Her internship at Google began before 5th August 1931.,Her internship at Google began before 27th Feb 1984.,Entailment,DATE_DMY_both,False,Forward
5873,The country declared martial law before 13th November 1904.,The country declared martial law before 12th Apr 1950.,Entailment,DATE_DMY_both,False,Forward
5874,The price of this stock peaked after 21st October 1928.,The price of this stock peaked after 3rd Mar 1947.,Neutral,DATE_DMY_both,False,Forward
5875,The failing company issued major layoffs before 13th December 1956.,The failing company issued major layoffs before 3rd Sep 1935.,Neutral,DATE_DMY_both,False,Forward
5876,The government budget comes out after 26th Aug 1902.,The government budget comes out before 6th November 1943.,Neutral,DATE_DMY_both,False,Forward
5877,The prison sentence of that convict ends before 25th Feb 1969.,The prison sentence of that convict ends before 21st June 1962.,Neutral,DATE_DMY_both,False,Forward
5878,This article was published after 1st Apr 1980.,This article was published after 28th May 1934.,Entailment,DATE_DMY_both,False,Forward
5879,I posted this picture on Instagram before 26th Jan 1990.,I posted this picture on Instagram after 18th May 1984.,Neutral,DATE_DMY_both,False,Forward
5880,"On 1st Sep 1940, they got married.","Before 15th May 1984, they got married.",Entailment,DATE_DMY_both,True,Backward
5881,"On 1st Sep 1931, we went to Disneyland.","Before 12th December 1925, we went to Disneyland.",Contradiction,DATE_DMY_both,True,Backward
5882,"On 2nd Jan 1915, Michael will buy the house.","After 1st May 1932, Michael will buy the house.",Contradiction,DATE_DMY_both,True,Backward
5883,"On 16th Mar 1971, Lily flew to New York.","Before 9th March 1943, Lily flew to New York.",Contradiction,DATE_DMY_both,True,Backward
5884,"On 28th May 1948, the music concert starts.","Before 3rd May 1920, the music concert starts.",Contradiction,DATE_DMY_both,True,Backward
5885,"On 6th September 1919, the tiger was last spotted.","After 24th Jun 1995, the tiger was last spotted.",Contradiction,DATE_DMY_both,True,Backward
5886,"On 21st Jan 1919, I last had dinner with my friends.","After 11th September 1909, I last had dinner with my friends.",Entailment,DATE_DMY_both,True,Backward
5887,"On 18th Oct 1936, he left his job.","After 20th November 1950, he left his job.",Contradiction,DATE_DMY_both,True,Backward
5888,"On 25th Jun 1963, the conference was held.","After 1st October 1979, the conference was held.",Contradiction,DATE_DMY_both,True,Backward
5889,"On 12th Dec 1922, the city had a huge power outage.","After 25th October 1915, the city had a huge power outage.",Entailment,DATE_DMY_both,True,Backward
5890,"On 5th July 1937, a tsunami hit the coast.","Before 12th Dec 1975, a tsunami hit the coast.",Entailment,DATE_DMY_both,True,Backward
5891,"On 24th Aug 1927, this team won the world cup.","After 12th June 1952, this team won the world cup.",Contradiction,DATE_DMY_both,True,Backward
5892,"On 11th Jun 1964, her internship at Google began.","Before 14th September 1914, her internship at Google began.",Contradiction,DATE_DMY_both,True,Backward
5893,"On 8th December 1906, the country declared martial law.","Before 21st Feb 1928, the country declared martial law.",Entailment,DATE_DMY_both,True,Backward
5894,"On 15th Sep 1929, the price of this stock peaked.","After 19th July 1958, the price of this stock peaked.",Contradiction,DATE_DMY_both,True,Backward
5895,"On 2nd Apr 1982, the failing company issued major layoffs.","Before 13th June 1996, the failing company issued major layoffs.",Entailment,DATE_DMY_both,True,Backward
5896,"On 28th August 1940, the government budget comes out.","Before 1st Sep 1947, the government budget comes out.",Entailment,DATE_DMY_both,True,Backward
5897,"On 3rd April 1935, the prison sentence of that convict ends.","Before 21st Jan 1907, the prison sentence of that convict ends.",Contradiction,DATE_DMY_both,True,Backward
5898,"On 12th June 1967, this article was published.","After 28th Mar 1964, this article was published.",Entailment,DATE_DMY_both,True,Backward
5899,"On 4th Jun 1922, I posted this picture on Instagram.","After 18th May 1939, I posted this picture on Instagram.",Contradiction,DATE_DMY_both,True,Backward
5900,"After 16th Jul 1903, they got married.","After 18th November 1962, they got married.",Neutral,DATE_DMY_both,False,Backward
5901,"After 24th Aug 1943, we went to Disneyland.","After 4th October 1962, we went to Disneyland.",Neutral,DATE_DMY_both,False,Backward
5902,"After 26th Aug 1971, Michael will buy the house.","Before 16th September 1966, Michael will buy the house.",Contradiction,DATE_DMY_both,False,Backward
5903,"After 22nd Dec 1933, Lily flew to New York.","After 11th August 1900, Lily flew to New York.",Entailment,DATE_DMY_both,False,Backward
5904,"After 23rd May 1930, the music concert starts.","Before 24th April 1906, the music concert starts.",Contradiction,DATE_DMY_both,False,Backward
5905,"After 26th Jun 1977, the tiger was last spotted.","Before 18th March 1970, the tiger was last spotted.",Contradiction,DATE_DMY_both,False,Backward
5906,"After 22nd September 1988, I last had dinner with my friends.","Before 8th Jun 1953, I last had dinner with my friends.",Contradiction,DATE_DMY_both,False,Backward
5907,"Before 19th Jun 1940, he left his job.","Before 8th March 1913, he left his job.",Neutral,DATE_DMY_both,False,Backward
5908,"After 19th March 1987, the conference was held.","Before 28th May 2000, the conference was held.",Neutral,DATE_DMY_both,False,Backward
5909,"After 14th Jan 1928, the city had a huge power outage.","After 16th October 1930, the city had a huge power outage.",Neutral,DATE_DMY_both,False,Backward
5910,"After 2nd December 1999, a tsunami hit the coast.","After 14th Aug 1967, a tsunami hit the coast.",Entailment,DATE_DMY_both,False,Backward
5911,"After 11th Sep 1955, this team won the world cup.","Before 9th August 1902, this team won the world cup.",Contradiction,DATE_DMY_both,False,Backward
5912,"After 19th January 1936, her internship at Google began.","After 9th Feb 1959, her internship at Google began.",Neutral,DATE_DMY_both,False,Backward
